2024.08.22 19:57:37 INFO  Started: Metals version 1.3.5 in folders 'C:\Users\PC\Desktop\database_vauldex\template' for client Visual Studio Code 1.92.2.
SLF4J(W): Class path contains multiple SLF4J providers.
SLF4J(W): Found provider [scribe.slf4j.ScribeServiceProvider@74017ae9]
SLF4J(W): Found provider [ch.qos.logback.classic.spi.LogbackServiceProvider@7c1244ad]
SLF4J(W): See https://www.slf4j.org/codes.html#multiple_bindings for an explanation.
SLF4J(I): Actual provider is of type [scribe.slf4j.ScribeServiceProvider@74017ae9]
2024.08.22 19:57:37 WARN  Flyway upgrade recommended: H2 2.3.230 is newer than this version of Flyway and support has not been tested. The latest supported version of H2 is 2.2.220.
2024.08.22 19:57:45 INFO  Shutting down server
2024.08.22 19:57:45 INFO  shutting down Metals
2024.08.22 19:57:45 INFO  Exiting server
2024.08.22 19:59:09 INFO  Started: Metals version 1.3.5 in folders 'C:\Users\PC\Desktop\database_vauldex\slick-chat' for client Visual Studio Code 1.92.2.
SLF4J(W): Class path contains multiple SLF4J providers.
SLF4J(W): Found provider [scribe.slf4j.ScribeServiceProvider@38a3a360]
SLF4J(W): Found provider [ch.qos.logback.classic.spi.LogbackServiceProvider@4696fa41]
SLF4J(W): See https://www.slf4j.org/codes.html#multiple_bindings for an explanation.
SLF4J(I): Actual provider is of type [scribe.slf4j.ScribeServiceProvider@38a3a360]
2024.08.22 19:59:10 WARN  Flyway upgrade recommended: H2 2.3.230 is newer than this version of Flyway and support has not been tested. The latest supported version of H2 is 2.2.220.
2024.08.22 20:03:50 INFO  no build target found for C:\Users\PC\Desktop\database_vauldex\slick-chat\build.sbt. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.22 20:03:50 INFO  no build target found for C:\Users\PC\Desktop\database_vauldex\slick-chat\build.sbt. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.22 20:03:52 INFO  no build target found for C:\Users\PC\Desktop\database_vauldex\slick-chat\build.sbt. Using presentation compiler with project's scala-library version: 3.3.3
Aug 22, 2024 8:03:52 PM org.eclipse.lsp4j.jsonrpc.services.GenericEndpoint notify
INFO: Unsupported notification method: $/setTrace
2024.08.22 20:03:52 INFO  no build target found for C:\Users\PC\Desktop\database_vauldex\slick-chat\build.sbt. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.22 20:04:09 INFO  no build target found for C:\Users\PC\Desktop\database_vauldex\slick-chat\build.sbt. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.22 20:04:09 INFO  no build target found for C:\Users\PC\Desktop\database_vauldex\slick-chat\build.sbt. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.22 20:04:32 INFO  no build target found for C:\Users\PC\Desktop\database_vauldex\slick-chat\build.sbt. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.22 20:04:42 INFO  no build target found for C:\Users\PC\Desktop\database_vauldex\slick-chat\build.sbt. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.22 20:04:44 INFO  no build target found for C:\Users\PC\Desktop\database_vauldex\slick-chat\build.sbt. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.22 20:04:44 INFO  no build target found for C:\Users\PC\Desktop\database_vauldex\slick-chat\build.sbt. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.22 20:04:44 INFO  no build target found for C:\Users\PC\Desktop\database_vauldex\slick-chat\build.sbt. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.22 20:04:44 INFO  no build target found for C:\Users\PC\Desktop\database_vauldex\slick-chat\build.sbt. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.22 20:04:44 INFO  no build target found for C:\Users\PC\Desktop\database_vauldex\slick-chat\build.sbt. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.22 20:04:45 INFO  no build target found for C:\Users\PC\Desktop\database_vauldex\slick-chat\build.sbt. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.22 20:04:45 INFO  no build target found for C:\Users\PC\Desktop\database_vauldex\slick-chat\build.sbt. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.22 20:04:45 INFO  no build target found for C:\Users\PC\Desktop\database_vauldex\slick-chat\build.sbt. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.22 20:04:46 INFO  no build target found for C:\Users\PC\Desktop\database_vauldex\slick-chat\build.sbt. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.22 20:04:46 INFO  no build target found for C:\Users\PC\Desktop\database_vauldex\slick-chat\build.sbt. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.22 20:04:47 WARN  no build target for: C:\Users\PC\Desktop\database_vauldex\slick-chat\build.sbt
2024.08.22 20:04:47 INFO  no build target found for C:\Users\PC\Desktop\database_vauldex\slick-chat\build.sbt. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.22 20:04:47 INFO  no build target found for C:\Users\PC\Desktop\database_vauldex\slick-chat\build.sbt. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.22 20:04:47 INFO  no build target found for C:\Users\PC\Desktop\database_vauldex\slick-chat\build.sbt. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.22 20:04:48 WARN  no build target for: C:\Users\PC\Desktop\database_vauldex\slick-chat\build.sbt
2024.08.22 20:04:48 INFO  no build target found for C:\Users\PC\Desktop\database_vauldex\slick-chat\build.sbt. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.22 20:04:48 INFO  no build target found for C:\Users\PC\Desktop\database_vauldex\slick-chat\build.sbt. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.22 20:04:49 INFO  no build target found for C:\Users\PC\Desktop\database_vauldex\slick-chat\build.sbt. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.22 20:04:50 INFO  no build target found for C:\Users\PC\Desktop\database_vauldex\slick-chat\build.sbt. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.22 20:04:50 WARN  no build target for: C:\Users\PC\Desktop\database_vauldex\slick-chat\build.sbt
2024.08.22 20:04:50 INFO  no build target found for C:\Users\PC\Desktop\database_vauldex\slick-chat\build.sbt. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.22 20:04:50 INFO  no build target found for C:\Users\PC\Desktop\database_vauldex\slick-chat\build.sbt. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.22 20:04:49 INFO  no build target found for C:\Users\PC\Desktop\database_vauldex\slick-chat\build.sbt. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.22 20:04:49 INFO  no build target found for C:\Users\PC\Desktop\database_vauldex\slick-chat\build.sbt. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.22 20:04:50 INFO  no build target found for C:\Users\PC\Desktop\database_vauldex\slick-chat\build.sbt. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.22 20:04:50 INFO  no build target found for C:\Users\PC\Desktop\database_vauldex\slick-chat\build.sbt. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.22 20:04:50 INFO  no build target found for C:\Users\PC\Desktop\database_vauldex\slick-chat\build.sbt. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.22 20:04:50 INFO  no build target found for C:\Users\PC\Desktop\database_vauldex\slick-chat\build.sbt. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.22 20:04:51 INFO  no build target found for C:\Users\PC\Desktop\database_vauldex\slick-chat\build.sbt. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.22 20:04:50 INFO  no build target found for C:\Users\PC\Desktop\database_vauldex\slick-chat\build.sbt. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.22 20:04:51 INFO  no build target found for C:\Users\PC\Desktop\database_vauldex\slick-chat\build.sbt. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.22 20:04:52 WARN  no build target for: C:\Users\PC\Desktop\database_vauldex\slick-chat\build.sbt
2024.08.22 20:04:52 INFO  no build target found for C:\Users\PC\Desktop\database_vauldex\slick-chat\build.sbt. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.22 20:04:52 INFO  no build target found for C:\Users\PC\Desktop\database_vauldex\slick-chat\build.sbt. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.22 20:04:57 INFO  no build target found for C:\Users\PC\Desktop\database_vauldex\slick-chat\build.sbt. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.22 20:04:57 INFO  no build target found for C:\Users\PC\Desktop\database_vauldex\slick-chat\build.sbt. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.22 20:04:57 INFO  no build target found for C:\Users\PC\Desktop\database_vauldex\slick-chat\build.sbt. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.22 20:04:57 INFO  no build target found for C:\Users\PC\Desktop\database_vauldex\slick-chat\build.sbt. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.22 20:04:58 WARN  no build target for: C:\Users\PC\Desktop\database_vauldex\slick-chat\build.sbt
2024.08.22 20:04:58 INFO  no build target found for C:\Users\PC\Desktop\database_vauldex\slick-chat\build.sbt. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.22 20:04:58 INFO  no build target found for C:\Users\PC\Desktop\database_vauldex\slick-chat\build.sbt. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.22 20:04:58 INFO  no build target found for C:\Users\PC\Desktop\database_vauldex\slick-chat\build.sbt. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.22 20:04:58 INFO  no build target found for C:\Users\PC\Desktop\database_vauldex\slick-chat\build.sbt. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.22 20:04:59 WARN  no build target for: C:\Users\PC\Desktop\database_vauldex\slick-chat\build.sbt
2024.08.22 20:04:59 INFO  no build target found for C:\Users\PC\Desktop\database_vauldex\slick-chat\build.sbt. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.22 20:04:59 INFO  no build target found for C:\Users\PC\Desktop\database_vauldex\slick-chat\build.sbt. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.22 20:05:07 INFO  no build target found for C:\Users\PC\Desktop\database_vauldex\slick-chat\build.sbt. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.22 20:05:08 WARN  no build target for: C:\Users\PC\Desktop\database_vauldex\slick-chat\build.sbt
2024.08.22 20:05:08 INFO  no build target found for C:\Users\PC\Desktop\database_vauldex\slick-chat\build.sbt. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.22 20:05:10 INFO  no build target found for C:\Users\PC\Desktop\database_vauldex\slick-chat\build.sbt. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.22 20:05:10 INFO  no build target found for C:\Users\PC\Desktop\database_vauldex\slick-chat\build.sbt. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.22 20:05:10 WARN  no build target for: C:\Users\PC\Desktop\database_vauldex\slick-chat\build.sbt
2024.08.22 20:05:10 INFO  no build target found for C:\Users\PC\Desktop\database_vauldex\slick-chat\build.sbt. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.22 20:05:11 INFO  no build target found for C:\Users\PC\Desktop\database_vauldex\slick-chat\build.sbt. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.22 20:05:11 INFO  no build target found for C:\Users\PC\Desktop\database_vauldex\slick-chat\build.sbt. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.22 20:05:12 INFO  no build target found for C:\Users\PC\Desktop\database_vauldex\slick-chat\build.sbt. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.22 20:05:12 INFO  no build target found for C:\Users\PC\Desktop\database_vauldex\slick-chat\build.sbt. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.22 20:05:14 INFO  no build target found for C:\Users\PC\Desktop\database_vauldex\slick-chat\build.sbt. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.22 20:05:15 INFO  no build target found for C:\Users\PC\Desktop\database_vauldex\slick-chat\build.sbt. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.22 20:05:15 WARN  no build target for: C:\Users\PC\Desktop\database_vauldex\slick-chat\build.sbt
2024.08.22 20:05:15 INFO  no build target found for C:\Users\PC\Desktop\database_vauldex\slick-chat\build.sbt. Using presentation compiler with project's scala-library version: 3.3.3
2024.08.22 20:05:15 INFO  no build target found for C:\Users\PC\Desktop\database_vauldex\slick-chat\build.sbt. Using presentation compiler with project's scala-library version: 3.3.3
